matched_who_host,vector_species_analysis,vector_species_needs_review,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,record_count
Syncerus caffer,Rhipicephalus kochi,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus kochi,VectorMap,TickMap,on_host_occurrence,Angola; Kenya; Malawi; Mozambique; Zimbabwe,,14
Syncerus caffer,Rhipicephalus longicoxatus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus longicoxatus,VectorMap,TickMap,on_host_occurrence,Sudan,,1
Syncerus caffer,Rhipicephalus longus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus longus,VectorMap,TickMap,on_host_occurrence,"Central African Republic; Congo, The Democratic Republic of The; Kenya; Mozambique; Sudan; Tanzania, United Republic of; Zambia",,39
Syncerus caffer,Rhipicephalus lunulatus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus lunulatus,VectorMap,TickMap,on_host_occurrence,Guinea-Bissau,,1
Syncerus caffer,Rhipicephalus maculatus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus maculatus,VectorMap,TickMap,on_host_occurrence,Malawi; South Africa,,3
Syncerus caffer,Rhipicephalus masseyi,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus masseyi,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Zambia",,3
Syncerus caffer,Rhipicephalus muehlensi,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus muehlensi,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Mozambique; South Africa",,4
Syncerus caffer,Rhipicephalus planus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus planus,VectorMap,TickMap,on_host_occurrence,"Kenya; Tanzania, United Republic of",,2
Syncerus caffer,Rhipicephalus pravus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus pravus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Mozambique; Zambia",,3
Syncerus caffer,Rhipicephalus sanguineus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus sanguineus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Sudan; Zambia",,7
Syncerus caffer,Rhipicephalus senegalensis,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus senegalensis,VectorMap,TickMap,on_host_occurrence,"Benin; Burkina Faso; Cameroon; Central African Republic; Congo, The Democratic Republic of The; Guinea; Sudan",,13
Syncerus caffer,Rhipicephalus simus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus simus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Mozambique; South Africa; Sudan; Zambia",,13
Syncerus caffer,Rhipicephalus sulcatus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus sulcatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,2
Syncerus caffer,Rhipicephalus supertritus,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus supertritus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Malawi; Sudan",,7
Syncerus caffer,Rhipicephalus tricuspis,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus tricuspis,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Guinea-Bissau; Zambia",,5
Syncerus caffer,Rhipicephalus ziemanni,FALSE,9970,mammalia,artiodactyla,bovidae,Rhipicephalus ziemanni,VectorMap,TickMap,on_host_occurrence,"Congo; Congo, The Democratic Republic of The; Cote D'Ivoire; Rwanda",,12
Tadarida brasiliensis,Ornithodoros stageri,FALSE,9438,mammalia,chiroptera,molossidae,Ornithodoros stageri,VectorMap,TickMap,on_host_occurrence,United States,,1
Tamias minimus,Megabothris abantis,FALSE,45468,,,,Megabothris abantis,VectorMap,FleaMap,on_host_occurrence,United States,,1
Taphozous perforatus,Argas boueti,FALSE,1381355,mammalia,chiroptera,emballonuridae,Argas boueti,VectorMap,TickMap,on_host_occurrence,Sudan,,1
Taphozous perforatus,Argas confusus,FALSE,1381355,mammalia,chiroptera,emballonuridae,Argas confusus,VectorMap,TickMap,on_host_occurrence,Sudan,,1
Taphozous perforatus,Argas vespertilionis,FALSE,1381355,mammalia,chiroptera,emballonuridae,Argas vespertilionis,VectorMap,TickMap,on_host_occurrence,Sudan,,1
Testudo graeca,Hyalomma aegyptium,FALSE,86975,reptilia,testudines,testudinidae,Hyalomma aegyptium,VectorMap,TickMap,on_host_occurrence,Morocco,,8
Thryomanes bewickii,Culex pipiens,FALSE,241536,aves,passeriformes,troglodytidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Thryomanes bewickii,Culex stigmatosoma,FALSE,241536,aves,passeriformes,troglodytidae,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Thryomanes bewickii,Culex tarsalis,FALSE,241536,aves,passeriformes,troglodytidae,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Thryomanes bewickii,Ixodes pacificus,FALSE,241536,aves,passeriformes,troglodytidae,Ixodes pacificus,VectorMap,TickMap,on_host_occurrence,United States of America,,50
Toxostoma rufum,Aedes aegypti,FALSE,58210,aves,passeriformes,mimidae,Aedes aegypti,MapVEu,MapVEu,blood_meal,Grenada,,32
Toxostoma rufum,Amblyomma americanum,FALSE,58210,aves,passeriformes,mimidae,Amblyomma americanum,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Toxostoma rufum,Amblyomma maculatum,FALSE,58210,aves,passeriformes,mimidae,Amblyomma maculatum,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,6
Toxostoma rufum,Culex pipiens,FALSE,58210,aves,passeriformes,mimidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Toxostoma rufum,Culex quinquefasciatus,FALSE,58210,aves,passeriformes,mimidae,Culex quinquefasciatus,MapVEu,MapVEu,blood_meal,Grenada,,37
Toxostoma rufum,Culex restuans,FALSE,58210,aves,passeriformes,mimidae,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Toxostoma rufum,Haemaphysalis chordeilis,FALSE,58210,aves,passeriformes,mimidae,Haemaphysalis chordeilis,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Toxostoma rufum,Haemaphysalis leporispalustris,FALSE,58210,aves,passeriformes,mimidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,43
Toxostoma rufum,Ixodes affinis,FALSE,58210,aves,passeriformes,mimidae,Ixodes affinis,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Toxostoma rufum,Ixodes dentatus,FALSE,58210,aves,passeriformes,mimidae,Ixodes dentatus,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,22
Toxostoma rufum,Ixodes muris,FALSE,58210,aves,passeriformes,mimidae,Ixodes muris,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Toxostoma rufum,Ixodes scapularis,FALSE,58210,aves,passeriformes,mimidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,22
Trichoglossus haematodus,Culex quinquefasciatus,FALSE,176049,aves,psittaciformes,psittacidae,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Trichoglossus moluccanus,Culex quinquefasciatus,FALSE,1549204,aves,psittaciformes,psittacidae,Culex quinquefasciatus,MapVEu,MapVEu,blood_meal,Australia,,1
Turdus grayi,Blankaartia arremonops,FALSE,203558,aves,passeriformes,turdidae,Blankaartia arremonops,VectorMap,MiteMap,on_host_occurrence,Chiapas,,1
Turdus merula,Aedes japonicus,FALSE,9187,aves,passeriformes,turdidae,Aedes japonicus,VectorMap,BloodMealMap,blood_meal,Switzerland,,1
Turdus merula,Aedes vexans,FALSE,9187,aves,passeriformes,turdidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Switzerland,,1
Turdus merula,Anopheles maculipennis,FALSE,9187,aves,passeriformes,turdidae,Anopheles maculipennis,VectorMap,BloodMealMap,blood_meal,Switzerland,,1
Turdus merula,Anopheles plumbeus,FALSE,9187,aves,passeriformes,turdidae,Anopheles plumbeus,VectorMap,BloodMealMap,blood_meal,Switzerland,,1
Turdus merula,Culex <subgenus>,FALSE,9187,aves,passeriformes,turdidae,Culex <subgenus>,MapVEu,MapVEu,blood_meal,United Kingdom,,1
Turdus merula,Culex globocoxitus,FALSE,9187,aves,passeriformes,turdidae,Culex globocoxitus,MapVEu,MapVEu,blood_meal,Australia,,2
Turdus merula,Culex modestus,FALSE,9187,aves,passeriformes,turdidae,Culex modestus,VectorMap,BloodMealMap,blood_meal,Czechia,,1
Turdus merula,Culex pipiens,FALSE,9187,aves,passeriformes,turdidae,Culex pipiens,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Czechia; Italy; United Kingdom,,23
Turdus merula,Culex pipiens molestus,TRUE,9187,aves,passeriformes,turdidae,Culex pipiens molestus,MapVEu,MapVEu,blood_meal,Australia,vector_infraspecific,3
Turdus merula,Culex quinquefasciatus,FALSE,9187,aves,passeriformes,turdidae,Culex quinquefasciatus,MapVEu,MapVEu,blood_meal,Australia,,6
Turdus merula,Culiseta morsitans,FALSE,9187,aves,passeriformes,turdidae,Culiseta morsitans,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,United Kingdom,,3
Turdus migratorius,Aedes canadensis,FALSE,9188,aves,passeriformes,turdidae,Aedes canadensis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Aedes cantator,FALSE,9188,aves,passeriformes,turdidae,Aedes cantator,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Aedes cinereus,FALSE,9188,aves,passeriformes,turdidae,Aedes cinereus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Aedes triseriatus,FALSE,9188,aves,passeriformes,turdidae,Aedes triseriatus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Aedes vexans,FALSE,9188,aves,passeriformes,turdidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Turdus migratorius,Amblyomma dissimile,FALSE,9188,aves,passeriformes,turdidae,Amblyomma dissimile,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Turdus migratorius,Coquillettidia perturbans,FALSE,9188,aves,passeriformes,turdidae,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Culex erraticus,FALSE,9188,aves,passeriformes,turdidae,Culex erraticus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Culex molestus,FALSE,9188,aves,passeriformes,turdidae,Culex molestus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Culex pipiens,FALSE,9188,aves,passeriformes,turdidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,10
Turdus migratorius,Culex quinquefasciatus,FALSE,9188,aves,passeriformes,turdidae,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,6
Turdus migratorius,Culex restuans,FALSE,9188,aves,passeriformes,turdidae,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Turdus migratorius,Culex salinarius,FALSE,9188,aves,passeriformes,turdidae,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Culex stigmatosoma,FALSE,9188,aves,passeriformes,turdidae,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Turdus migratorius,Culex tarsalis,FALSE,9188,aves,passeriformes,turdidae,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,7
Turdus migratorius,Culex territans,FALSE,9188,aves,passeriformes,turdidae,Culex territans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Culiseta melanura,FALSE,9188,aves,passeriformes,turdidae,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Turdus migratorius,Culiseta morsitans,FALSE,9188,aves,passeriformes,turdidae,Culiseta morsitans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus migratorius,Haemaphysalis leporispalustris,FALSE,9188,aves,passeriformes,turdidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Turdus migratorius,Ixodes affinis,FALSE,9188,aves,passeriformes,turdidae,Ixodes affinis,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Turdus migratorius,Ixodes brunneus,FALSE,9188,aves,passeriformes,turdidae,Ixodes brunneus,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Turdus migratorius,Ixodes dentatus,FALSE,9188,aves,passeriformes,turdidae,Ixodes dentatus,VectorMap,TickMap,on_host_occurrence,United States of America,,24
Turdus migratorius,Ixodes muris,FALSE,9188,aves,passeriformes,turdidae,Ixodes muris,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Turdus migratorius,Ixodes pacificus,FALSE,9188,aves,passeriformes,turdidae,Ixodes pacificus,VectorMap,TickMap,on_host_occurrence,United States of America,,20
Turdus migratorius,Ixodes scapularis,FALSE,9188,aves,passeriformes,turdidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,77
Turdus migratorius,Uranotaenia sapphirina,FALSE,9188,aves,passeriformes,turdidae,Uranotaenia sapphirina,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Turdus philomelos,Culex pipiens,FALSE,127946,aves,passeriformes,turdidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Czechia,,1
Tyto alba,Anopheles maculipennis,FALSE,56313,aves,strigiformes,tytonidae,Anopheles maculipennis,VectorMap,BloodMealMap,blood_meal,United Kingdom,,1
Tyto alba,Culex pipiens,FALSE,56313,aves,strigiformes,tytonidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,United Kingdom; Unites States,,2
Tyto alba,Culex stigmatosoma,FALSE,56313,aves,strigiformes,tytonidae,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Tyto alba,Culex tarsalis,FALSE,56313,aves,strigiformes,tytonidae,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,5
Urocyon cinereoargenteus,Amblyomma americanum,FALSE,55040,mammalia,carnivora,canidae,Amblyomma americanum,VectorMap,TickMap,on_host_occurrence,United States of America,,48
Urocyon cinereoargenteus,Amblyomma dissimile,FALSE,55040,mammalia,carnivora,canidae,Amblyomma dissimile,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Urocyon cinereoargenteus,Amblyomma maculatum,FALSE,55040,mammalia,carnivora,canidae,Amblyomma maculatum,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Urocyon cinereoargenteus,Ctenocephalides canis,FALSE,55040,mammalia,carnivora,canidae,Ctenocephalides canis,VectorMap,FleaMap,on_host_occurrence,El Salvador; United States,,3
Urocyon cinereoargenteus,Ctenocephalides felis,FALSE,55040,mammalia,carnivora,canidae,Ctenocephalides felis,VectorMap,FleaMap,on_host_occurrence,United States,,3
Urocyon cinereoargenteus,Dermacentor occidentalis,FALSE,55040,mammalia,carnivora,canidae,Dermacentor occidentalis,VectorMap,TickMap,on_host_occurrence,United States of America,,5
Urocyon cinereoargenteus,Dermacentor variabilis,FALSE,55040,mammalia,carnivora,canidae,Dermacentor variabilis,VectorMap,TickMap,on_host_occurrence,United States of America,,71
Urocyon cinereoargenteus,Echidnophaga gallinacea,FALSE,55040,mammalia,carnivora,canidae,Echidnophaga gallinacea,VectorMap,FleaMap,on_host_occurrence,United States,,8
Urocyon cinereoargenteus,Haemaphysalis leporispalustris,FALSE,55040,mammalia,carnivora,canidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Urocyon cinereoargenteus,Ixodes cookei,FALSE,55040,mammalia,carnivora,canidae,Ixodes cookei,VectorMap,TickMap,on_host_occurrence,United States of America,,56
Urocyon cinereoargenteus,Ixodes pacificus,FALSE,55040,mammalia,carnivora,canidae,Ixodes pacificus,VectorMap,TickMap,on_host_occurrence,United States of America,,26
Urocyon cinereoargenteus,Ixodes scapularis,FALSE,55040,mammalia,carnivora,canidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States of America,,24
Urocyon cinereoargenteus,Ixodes texanus,FALSE,55040,mammalia,carnivora,canidae,Ixodes texanus,VectorMap,TickMap,on_host_occurrence,United States of America,,21
Uroderma bilobatum,Culex nigripalpus,FALSE,27663,mammalia,chiroptera,phyllostomidae,Culex nigripalpus,VectorMap,BloodMealMap,blood_meal,Trinidad & Tobago,,1
Ursus americanus,Amblyomma americanum,FALSE,9643,mammalia,carnivora,ursidae,Amblyomma americanum,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Ursus americanus,Amblyomma maculatum,FALSE,9643,mammalia,carnivora,ursidae,Amblyomma maculatum,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Ursus americanus,Dermacentor albipictus,FALSE,9643,mammalia,carnivora,ursidae,Dermacentor albipictus,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Ursus americanus,Dermacentor variabilis,FALSE,9643,mammalia,carnivora,ursidae,Dermacentor variabilis,VectorMap,TickMap,on_host_occurrence,United States of America,,40
Ursus americanus,Ixodes scapularis,FALSE,9643,mammalia,carnivora,ursidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States of America,,32
Urva javanica,Ctenocephalides felis,FALSE,140016,mammalia,carnivora,herpestidae,Ctenocephalides felis,VectorMap,FleaMap,on_host_occurrence,United States,,15
Vicugna pacos,Aedes vexans,FALSE,30538,,,,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Vulpes lagopus,Aedes vexans,FALSE,494514,mammalia,carnivora,canidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Vulpes lagopus,Ctenocephalides canis,FALSE,494514,mammalia,carnivora,canidae,Ctenocephalides canis,VectorMap,FleaMap,on_host_occurrence,United States,,5
Vulpes macrotis,Echidnophaga gallinacea,FALSE,9630,mammalia,carnivora,canidae,Echidnophaga gallinacea,VectorMap,FleaMap,on_host_occurrence,United States,,1
Vulpes velox,Ixodes cookei,FALSE,9631,mammalia,carnivora,canidae,Ixodes cookei,VectorMap,TickMap,on_host_occurrence,United States of America,,1
Vulpes velox,Ixodes kingi,FALSE,9631,mammalia,carnivora,canidae,Ixodes kingi,VectorMap,TickMap,on_host_occurrence,United States of America,,1
Vulpes velox,Ixodes texanus,FALSE,9631,mammalia,carnivora,canidae,Ixodes texanus,VectorMap,TickMap,on_host_occurrence,United States of America,,5
Vulpes vulpes,Aedes camptorhynchus,FALSE,9627,mammalia,carnivora,canidae,Aedes camptorhynchus,VectorMap,BloodMealMap,blood_meal,Australia,,2
Vulpes vulpes,Aedes vexans,FALSE,9627,mammalia,carnivora,canidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Vulpes vulpes,Amblyomma americanum,FALSE,9627,mammalia,carnivora,canidae,Amblyomma americanum,VectorMap,TickMap,on_host_occurrence,United States of America,,24
Vulpes vulpes,Coquillettidia richiardii,FALSE,9627,mammalia,carnivora,canidae,Coquillettidia richiardii,VectorMap,BloodMealMap,blood_meal,Hungary,,1
Vulpes vulpes,Ctenocephalides canis,FALSE,9627,mammalia,carnivora,canidae,Ctenocephalides canis,VectorMap,FleaMap,on_host_occurrence,Canada; United States,,15
Vulpes vulpes,Ctenocephalides felis,FALSE,9627,mammalia,carnivora,canidae,Ctenocephalides felis,VectorMap,FleaMap,on_host_occurrence,United States,,2
Vulpes vulpes,Dermacentor variabilis,FALSE,9627,mammalia,carnivora,canidae,Dermacentor variabilis,VectorMap,TickMap,on_host_occurrence,United States of America,,24
Vulpes vulpes,Echidnophaga gallinacea,FALSE,9627,mammalia,carnivora,canidae,Echidnophaga gallinacea,VectorMap,FleaMap,on_host_occurrence,United States,,12
Vulpes vulpes,Haemaphysalis leachi,FALSE,9627,mammalia,carnivora,canidae,Haemaphysalis leachi,VectorMap,TickMap,on_host_occurrence,Sudan,,3
Vulpes vulpes,Haemaphysalis leporispalustris,FALSE,9627,mammalia,carnivora,canidae,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,8
Vulpes vulpes,Ixodes cookei,FALSE,9627,mammalia,carnivora,canidae,Ixodes cookei,VectorMap,TickMap,on_host_occurrence,United States of America,,40
Vulpes vulpes,Ixodes hexagonus,FALSE,9627,mammalia,carnivora,canidae,Ixodes hexagonus,VectorMap,TickMap,on_host_occurrence,Morocco,,2
Vulpes vulpes,Ixodes muris,FALSE,9627,mammalia,carnivora,canidae,Ixodes muris,VectorMap,TickMap,on_host_occurrence,United States of America,,16
Vulpes vulpes,Ixodes ricinus,FALSE,9627,mammalia,carnivora,canidae,Ixodes ricinus,VectorMap,TickMap,on_host_occurrence,Morocco,,2
Vulpes vulpes,Ixodes scapularis,FALSE,9627,mammalia,carnivora,canidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Vulpes vulpes,Ixodes ventalloi,FALSE,9627,mammalia,carnivora,canidae,Ixodes ventalloi,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Vulpes vulpes,Ochlerotatus camptorhynchus,FALSE,9627,mammalia,carnivora,canidae,Ochlerotatus camptorhynchus,MapVEu,MapVEu,blood_meal,Australia,,2
Vulpes vulpes,Ornithodoros delanoei,FALSE,9627,mammalia,carnivora,canidae,Ornithodoros delanoei,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Vulpes vulpes,Ornithodoros erraticus,FALSE,9627,mammalia,carnivora,canidae,Ornithodoros erraticus,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Xerus erythropus,Amblyomma nuttalli,FALSE,327507,mammalia,rodentia,sciuridae,Amblyomma nuttalli,VectorMap,TickMap,on_host_occurrence,Burkina Faso,,1
